年月日,平均気温,天気概況（昼）,都市
2022/2/15,9.4,1.9,曇りときどき雨,松江
2022/2/16,4.5,-0.5,雪ときどき曇り,松江
2022/2/17,1.9,-2.8,雪ときどき曇り,松江
2022/2/18,5.2,-0.8,曇りときどき雪,松江
2022/2/19,4.5,-1.2,曇り,松江
2022/2/20,5.1,0.5,雪ときどきみぞれ,松江
2022/2/21,6.3,0.2,曇りときどき雪,松江
2022/2/22,5.9,-0.5,雪ときどき曇り,松江
2022/2/23,3.6,-0.5,雪,松江
2022/2/24,7.0,-0.7,雪のち曇り,松江
2022/2/25,10.8,-1.2,曇りときどき晴れ,松江
2022/2/26,12.8,-0.6,晴れときどき曇り,松江
2022/2/27,11.6,2.4,曇りときどき晴れ,松江
2022/2/28,13.5,0.8,晴れ,松江
2022/3/1,8.7,4.3,雨ときどき曇り,松江
2022/3/2,13.7,5.3,雨ときどき小雨,松江
2022/3/3,13.2,2.3,晴れのち曇り,松江
2022/3/4,14.0,-0.3,晴れ,松江
2022/3/5,14.8,6.0,晴れ,松江
2022/3/6,9.7,3.0,曇りのち晴れ,松江
2022/3/7,9.8,-0.2,曇り,松江
2022/3/8,12.8,-0.1,晴れ,松江
2022/3/9,15.6,0.8,晴れ,松江
2022/3/10,16.8,2.4,曇りときどき小雨,松江
2022/3/11,17.3,2.1,晴れ,松江
2022/3/12,19.6,11.9,晴れときどき曇り,松江
2022/3/13,21.7,11.4,曇り,松江
2022/3/14,15.5,11.3,曇りときどき雨,松江
2022/3/15,15.3,8.3,曇りときどき晴れ,松江
2022/3/16,19.3,5.8,晴れ,松江
2022/3/17,12.6,8.2,曇り,松江
2022/3/18,9.4,7.7,雨,松江
2022/3/19,8.9,5.2,雨ときどき曇り,松江
2022/3/20,12.9,4.7,曇り,松江
2022/3/21,12.4,4.9,晴れときどき雨,松江
2022/3/22,13.2,5.9,雨のち曇り,松江
2022/3/23,10.5,2.7,曇り,松江
2022/3/24,15.8,3.1,晴れときどき曇り,松江
2022/3/25,21.2,4.1,曇りときどき晴れ,松江
2022/3/26,21.8,11.5,雨ときどき曇り,松江
2022/3/27,18.3,9.9,晴れときどき曇り,松江
2022/3/28,13.0,8.5,曇りときどき晴れ,松江
2022/3/29,18.4,6.8,曇りのち晴れ,松江
2022/3/30,22.9,6.9,晴れのち雨,松江
2022/3/31,14.8,9.0,雨のち曇り,松江
2022/4/1,12.0,5.6,曇りときどき晴れ,松江
2022/4/2,12.4,2.3,晴れ,松江
2022/4/3,14.3,1.9,晴れ,松江
2022/4/4,15.9,4.7,晴れ,松江
2022/4/5,19.5,1.6,晴れ,松江
2022/4/6,19.8,9.5,晴れ,松江
2022/4/7,19.8,6.5,晴れ,松江
2022/4/8,17.6,8.0,晴れ,松江
2022/4/9,23.7,6.7,晴れ,松江
2022/4/10,23.2,9.9,晴れ,松江
2022/4/11,25.6,12.5,曇りときどき晴れ,松江
2022/4/12,27.3,13.6,晴れ,松江
2022/4/13,19.3,12.9,曇りときどき雨,松江
2022/4/14,14.0,11.8,雨,松江
2022/4/15,12.2,9.6,雨ときどき曇り,松江
2022/4/16,15.2,6.3,晴れときどき曇り,松江
2022/4/17,20.7,3.9,晴れ,松江
2022/4/18,22.2,7.9,曇り,松江
2022/4/19,21.3,8.6,晴れ,松江
2022/4/20,25.0,7.7,晴れ,松江
2022/4/21,21.5,10.8,曇り,松江
2022/4/22,22.0,13.8,晴れ,松江
2022/4/23,19.2,14.7,雨,松江
2022/4/24,25.3,14.0,曇り,松江
2022/4/25,27.5,13.4,晴れ,松江
2022/4/26,22.1,17.1,大雨,松江
2022/4/27,19.7,13.2,曇り,松江
2022/4/28,19.0,11.3,晴れ,松江
2022/4/29,14.1,9.6,大雨,松江
2022/4/30,16.7,9.6,晴れときどき曇り,松江
2022/5/1,17.4,7.6,曇り,松江
2022/5/2,19.1,6.3,晴れときどき雨,松江
2022/5/3,19.3,7.0,晴れ,松江
2022/5/4,23.2,9.2,晴れ,松江
2022/5/5,26.5,10.3,晴れ,松江
2022/5/6,27.8,12.6,晴れ,松江
2022/5/7,25.5,14.7,晴れ,松江
2022/5/8,18.8,13.2,晴れ,松江
2022/5/9,17.4,12.6,曇りときどき雨,松江
2022/5/10,19.0,10.4,曇り,松江
2022/5/11,24.9,14.4,雨のち曇り,松江
2022/5/12,25.2,16.5,雨ときどき曇り,松江
2022/5/13,20.4,17.2,雨ときどき曇り,松江
2022/5/14,21.7,13.5,曇り,松江
2022/5/15,20.7,12.3,曇り,松江
2022/5/16,22.5,11.7,曇りときどき晴れ,松江
2022/5/17,25.4,12.5,晴れときどき曇り,松江
2022/5/18,28.6,12.1,晴れ,松江
2022/5/19,26.6,13.1,曇りときどき晴れ,松江
2022/5/20,24.9,15.3,曇り,松江
2022/5/21,24.6,15.2,曇り,松江
2022/5/22,25.9,13.0,晴れ,松江
2022/5/23,26.1,16.2,晴れ,松江
2022/5/24,28.3,12.9,晴れ,松江
2022/5/25,29.2,15.6,晴れときどき曇り,松江
2022/5/26,28.2,18.4,曇りときどき雨,松江
2022/5/27,27.1,18.1,晴れ,松江
2022/5/28,27.0,19.4,晴れ,松江
2022/5/29,29.3,17.6,晴れ,松江
2022/5/30,25.6,16.5,雨ときどき曇り,松江
2022/5/31,24.1,15.8,曇りのち晴れ,松江
2022/6/1,28.4,14.1,曇り,松江
2022/6/2,27.4,16.0,晴れ,松江
2022/6/3,27.6,16.7,晴れときどき曇り,松江
2022/6/4,23.7,17.9,晴れときどき曇り,松江
2022/6/5,23.4,17.7,曇り,松江
2022/6/6,22.1,17.1,雨ときどき曇り,松江
2022/6/7,21.5,15.0,曇りときどき雨,松江
2022/6/8,23.8,13.8,曇りときどき晴れ,松江
2022/6/9,23.6,14.8,晴れ,松江
2022/6/10,25.4,17.7,晴れ,松江
2022/6/11,24.2,19.8,曇り,松江
2022/6/12,23.5,18.1,晴れときどき曇り,松江
2022/1/1,4.8,-0.6,雪ときどきみぞれ,鳥取
2022/1/2,9.0,-2.0,晴れのち曇り,鳥取
2022/1/3,10.5,1.4,晴れ,鳥取
2022/1/4,6.7,1.2,雨ときどき曇り,鳥取
2022/1/5,3.8,1.0,みぞれのち雨,鳥取
2022/1/6,9.4,0.2,曇りのち晴れ,鳥取
2022/1/7,6.9,2.2,曇りときどきみぞれ,鳥取
2022/1/8,11.2,0.6,晴れ,鳥取
2022/1/9,12.3,2.0,曇り,鳥取
2022/1/10,12.7,2.3,晴れときどき曇り,鳥取
2022/1/11,7.9,1.0,雨ときどき曇り,鳥取
2022/1/12,4.4,0.3,みぞれ,鳥取
2022/1/13,4.0,-0.6,みぞれ,鳥取
2022/1/14,6.1,-0.1,曇りときどきみぞれ,鳥取
2022/1/15,8.9,0.6,曇りときどき晴れ,鳥取
2022/1/16,9.2,0.8,曇り,鳥取
2022/1/17,8.4,0.6,曇りときどき晴れ,鳥取
2022/1/18,4.1,0.2,雪のちみぞれ,鳥取
2022/1/19,5.3,0.3,みぞれ,鳥取
2022/1/20,5.6,0.3,みぞれときどき曇り,鳥取
2022/1/21,4.8,1.0,みぞれときどき雪,鳥取
2022/1/22,8.9,-0.4,曇り,鳥取
2022/1/23,5.7,-0.7,雨ときどき曇り,鳥取
2022/1/24,8.5,2.7,曇りときどき雨,鳥取
2022/1/25,8.3,1.1,曇り,鳥取
2022/1/26,10.6,0.3,曇りときどき雨,鳥取
2022/1/27,9.3,2.1,雨のち曇り,鳥取
2022/1/28,6.0,0.9,雨,鳥取
2022/1/29,8.9,1.1,雨ときどき曇り,鳥取
2022/1/30,5.7,1.5,雨ときどき曇り,鳥取
2022/1/31,5.7,0.3,雨ときどき曇り,鳥取
2022/2/1,8.2,0.4,曇りときどき晴れ,鳥取
2022/2/2,9.9,0.8,みぞれ,鳥取
2022/2/3,7.6,1.0,雨ときどき曇り,鳥取
2022/2/4,7.3,0.9,みぞれのち雨,鳥取
2022/2/5,4.5,-0.8,雪ときどき曇り,鳥取
2022/2/6,3.1,-0.9,雪,鳥取
2022/2/7,6.4,0.2,雪ときどきみぞれ,鳥取
2022/2/8,7.9,1.3,雨ときどき曇り,鳥取
2022/2/9,8.7,0.1,晴れときどきみぞれ,鳥取
2022/2/10,10.0,0.0,曇りときどき晴れ,鳥取
2022/2/11,11.1,0.3,雨ときどき曇り,鳥取
2022/2/12,12.2,-1.0,晴れときどき曇り,鳥取
2022/2/13,8.6,-0.1,雨ときどき曇り,鳥取
2022/2/14,10.0,1.5,曇り,鳥取
2022/2/15,11.1,3.1,晴れのち曇り,鳥取
2022/2/16,5.0,-1.8,雪のち曇り,鳥取
2022/2/17,3.0,-2.5,雪ときどき曇り,鳥取
2022/2/18,5.8,-0.8,みぞれときどき雪,鳥取
2022/2/19,5.1,-1.3,雨ときどき曇り,鳥取
2022/2/20,4.6,0.5,みぞれときどき雪,鳥取
2022/2/21,4.4,-0.5,曇りときどき雪,鳥取
2022/2/22,2.7,-0.8,雪ときどきみぞれ,鳥取
2022/2/23,1.2,-3.2,雪ときどきみぞれ,鳥取
2022/2/24,3.9,-0.3,雪のちみぞれ,鳥取
2022/2/25,8.2,-2.0,曇り,鳥取
2022/2/26,12.2,-0.8,晴れときどき曇り,鳥取
2022/2/27,10.6,0.7,曇りときどき雨,鳥取
2022/2/28,13.6,-1.4,晴れときどき曇り,鳥取
2022/3/1,10.7,2.2,雨ときどき曇り,鳥取
2022/3/2,13.5,2.7,曇りときどき雨,鳥取
2022/3/3,12.6,0.8,晴れのち曇り,鳥取
2022/3/4,14.1,0.0,晴れ,鳥取
2022/3/5,14.2,7.0,晴れときどき曇り,鳥取
2022/3/6,7.7,3.2,雨ときどき曇り,鳥取
2022/3/7,10.4,0.8,曇り,鳥取
2022/3/8,12.0,-1.3,晴れ,鳥取
2022/3/9,15.0,-0.6,晴れときどき曇り,鳥取
2022/3/10,15.0,0.3,晴れ,鳥取
2022/3/11,20.1,3.1,晴れ,鳥取
2022/3/12,19.6,8.9,晴れときどき曇り,鳥取
2022/3/13,21.8,10.0,曇り,鳥取
2022/3/14,19.2,10.6,曇りときどき雨,鳥取
2022/3/15,18.7,6.4,曇り,鳥取
2022/3/16,18.3,5.6,晴れ,鳥取
2022/3/17,14.8,7.0,曇り,鳥取
2022/3/18,9.1,6.4,大雨,鳥取
2022/3/19,8.7,5.6,雨,鳥取
2022/3/20,11.6,4.3,雨のち曇り,鳥取
2022/3/21,13.2,3.4,曇り,鳥取
2022/3/22,12.4,2.8,雨ときどき曇り,鳥取
2022/3/23,13.5,1.7,曇り,鳥取
2022/3/24,15.4,3.7,晴れときどき曇り,鳥取
2022/3/25,20.6,3.4,曇りときどき晴れ,鳥取
2022/3/26,19.7,12.7,雨ときどき曇り,鳥取
2022/3/27,17.2,7.9,晴れときどき曇り,鳥取
2022/3/28,13.6,5.9,曇り,鳥取
2022/3/29,17.4,4.0,曇り,鳥取
2022/3/30,23.2,10.9,晴れ,鳥取
2022/3/31,17.0,8.2,雨ときどき曇り,鳥取
2022/4/1,12.7,5.7,晴れのち曇り,鳥取
2022/4/2,12.9,1.9,晴れ,鳥取
2022/4/3,14.3,0.9,晴れ,鳥取
2022/4/4,15.9,3.4,晴れ,鳥取
2022/4/5,18.5,0.5,晴れ,鳥取
2022/4/6,18.9,7.3,晴れときどき曇り,鳥取
2022/4/7,21.5,5.2,晴れのち雨,鳥取
2022/4/8,18.6,8.4,晴れ,鳥取
2022/4/9,26.9,8.4,晴れ,鳥取
2022/4/10,25.9,10.9,晴れ,鳥取
2022/4/11,26.6,12.8,曇りときどき晴れ,鳥取
2022/4/12,27.7,15.6,晴れ,鳥取
2022/4/13,24.2,14.5,晴れのち曇り,鳥取
2022/4/14,15.7,12.5,大雨,鳥取
2022/4/15,13.7,10.0,雨ときどき曇り,鳥取
2022/4/16,15.1,4.8,曇り,鳥取
2022/4/17,20.3,2.2,晴れ,鳥取
2022/4/18,20.6,6.8,曇り,鳥取
2022/4/19,21.3,7.0,晴れ,鳥取
2022/4/20,26.1,7.7,晴れ,鳥取
2022/4/21,21.2,13.5,曇り,鳥取
2022/4/22,23.2,13.5,晴れ,鳥取
2022/4/23,20.0,14.1,曇り,鳥取
2022/4/24,24.2,14.2,曇り,鳥取
2022/4/25,27.8,13.1,晴れ,鳥取
2022/4/26,23.4,18.6,雨ときどき曇り,鳥取
2022/4/27,21.6,10.4,曇り,鳥取
2022/4/28,21.2,8.1,晴れ,鳥取
2022/4/29,13.6,9.4,大雨,鳥取
2022/4/30,18.0,9.0,晴れ,鳥取
2022/5/1,19.4,7.5,曇りのち雨,鳥取
2022/5/2,17.5,5.0,晴れのち雨,鳥取
2022/5/3,18.9,6.0,晴れ,鳥取
2022/5/4,26.9,8.3,晴れ,鳥取
2022/5/5,28.2,11.3,晴れ,鳥取
2022/5/6,27.9,12.0,晴れ,鳥取
2022/5/7,26.9,14.8,曇りときどき晴れ,鳥取
2022/5/8,20.9,11.3,晴れ,鳥取
2022/5/9,17.2,9.2,曇りときどき雨,鳥取
2022/5/10,23.0,7.0,曇りときどき晴れ,鳥取
2022/5/11,23.9,16.9,雨のち曇り,鳥取
2022/5/12,25.1,18.5,雨ときどき曇り,鳥取
2022/5/13,22.0,17.7,雨,鳥取
2022/5/14,20.7,12.1,曇りときどき雨,鳥取
2022/5/15,21.2,9.8,曇り,鳥取
2022/5/16,21.3,11.1,曇り,鳥取
2022/5/17,25.3,12.3,曇りのち晴れ,鳥取
2022/5/18,28.6,10.5,晴れ,鳥取
2022/5/19,28.5,12.5,晴れ,鳥取
2022/5/20,26.7,15.2,曇り,鳥取
2022/5/21,23.2,15.4,曇りときどき雨,鳥取
2022/5/22,27.3,12.8,晴れ,鳥取
2022/5/23,25.7,15.0,晴れ,鳥取
2022/5/24,29.3,11.0,晴れ,鳥取
2022/5/25,30.2,16.3,晴れ,鳥取
2022/5/26,27.5,18.5,曇り,鳥取
2022/5/27,29.1,17.2,晴れ,鳥取
2022/5/28,27.5,16.2,晴れ,鳥取
2022/5/29,30.1,14.0,晴れ,鳥取
2022/5/30,26.9,15.4,曇り,鳥取
2022/5/31,0.0,14.2,曇りときどき晴れ,鳥取
2022/6/1,29.5,11.9,曇りときどき晴れ,鳥取
2022/6/2,29.2,14.3,晴れ,鳥取
2022/6/3,26.7,16.4,晴れ,鳥取
2022/6/4,26.2,14.7,晴れ,鳥取
2022/6/5,28.5,15.9,曇り,鳥取
2022/6/6,23.6,17.1,曇りときどき雨,鳥取
2022/6/7,20.3,15.3,雨ときどき曇り,鳥取
2022/6/8,23.6,15.1,曇り,鳥取
2022/6/9,26.6,13.6,晴れ,鳥取
2022/6/10,28.5,16.1,晴れ,鳥取
2022/6/11,25.4,19.7,曇り,鳥取
2022/6/12,24.2,16.4,晴れ,鳥取
2022/1/1,5.6,0.7,雪ときどきみぞれ,京都
2022/1/2,9.4,-0.9,晴れ,京都
2022/1/3,11.6,2.0,晴れ,京都
2022/1/4,8.4,1.5,みぞれときどき曇り,京都
2022/1/5,6.6,2.0,みぞれときどき雪,京都
2022/1/6,6.8,2.7,曇り,京都
2022/1/7,6.6,2.5,みぞれときどき雨,京都
2022/1/8,10.0,1.9,晴れときどき曇り,京都
2022/1/9,12.3,0.7,曇りときどき晴れ,京都
2022/1/10,13.6,3.4,晴れ,京都
2022/1/11,7.3,2.5,雨ときどき曇り,京都
2022/1/12,4.9,1.2,みぞれときどき雪,京都
2022/1/13,7.4,-0.1,晴れときどき曇り,京都
2022/1/14,3.7,-1.0,雪のちみぞれ,京都
2022/1/15,8.1,1.3,曇り,京都
2022/1/16,10.6,-0.4,晴れときどき曇り,京都
2022/1/17,9.9,1.3,曇りときどき晴れ,京都
2022/1/18,5.8,0.9,曇りときどき雪,京都
2022/1/19,7.4,-0.2,晴れときどき雪,京都
2022/1/20,6.0,-0.2,みぞれときどき雨,京都
2022/1/21,4.1,-0.5,雪ときどきみぞれ,京都
2022/1/22,7.2,0.9,曇り,京都
2022/1/23,5.0,0.2,曇り,京都
2022/1/24,9.2,2.2,雨のち曇り,京都
2022/1/25,9.3,-0.2,曇りときどき晴れ,京都
2022/1/26,10.9,0.4,晴れのち曇り,京都
2022/1/27,9.4,2.1,曇りときどき晴れ,京都
2022/1/28,9.9,1.1,曇りときどき晴れ,京都
2022/1/29,9.6,1.5,曇り,京都
2022/1/30,9.4,2.0,曇りときどき晴れ,京都
2022/1/31,8.9,0.9,曇りときどき晴れ,京都
2022/2/1,10.6,0.1,晴れのち曇り,京都
2022/2/2,8.0,1.2,晴れのち曇り,京都
2022/2/3,9.1,0.8,曇りときどき晴れ,京都
2022/2/4,10.5,1.6,晴れ,京都
2022/2/5,6.0,0.2,晴れのち曇り,京都
2022/2/6,6.0,-0.7,晴れのち曇り,京都
2022/2/7,8.4,-0.4,晴れ,京都
2022/2/8,11.4,3.0,曇りときどき晴れ,京都
2022/2/9,11.0,1.5,晴れ,京都
2022/2/10,9.4,3.4,曇りのち雨,京都
2022/2/11,12.2,1.6,晴れ,京都
2022/2/12,13.1,0.9,晴れ,京都
2022/2/13,6.7,2.1,雨ときどき曇り,京都
2022/2/14,10.9,3.1,曇り,京都
2022/2/15,12.2,1.2,晴れのち曇り,京都
2022/2/16,7.5,0.4,曇りときどき晴れ,京都
2022/2/17,5.5,-0.9,晴れ,京都
2022/2/18,8.6,-0.4,晴れ,京都
2022/2/19,8.9,0.1,曇り,京都
2022/2/20,8.8,0.7,曇りときどき晴れ,京都
2022/2/21,6.5,-0.1,雪ときどき晴れ,京都
2022/2/22,9.0,-0.4,晴れ,京都
2022/2/23,6.7,-1.0,晴れのち曇り,京都
2022/2/24,6.5,-0.4,晴れ,京都
2022/2/25,11.2,-1.8,晴れ,京都
2022/2/26,13.1,0.0,晴れ,京都
2022/2/27,13.3,2.6,曇り,京都
2022/2/28,15.2,0.9,晴れ,京都
2022/3/1,8.4,3.5,雨ときどき曇り,京都
2022/3/2,12.4,6.1,曇り,京都
2022/3/3,13.7,3.0,晴れのち曇り,京都
2022/3/4,12.4,1.8,曇りときどき晴れ,京都
2022/3/5,17.0,2.6,晴れのち雨,京都
2022/3/6,9.3,2.4,みぞれときどき曇り,京都
2022/3/7,8.9,1.7,曇り,京都
2022/3/8,13.0,0.1,晴れ,京都
2022/3/9,14.5,1.4,曇りときどき晴れ,京都
2022/3/10,17.1,2.5,晴れ,京都
2022/3/11,19.5,4.2,晴れ,京都
2022/3/12,20.9,9.1,晴れときどき曇り,京都
2022/3/13,22.4,11.3,曇り,京都
2022/3/14,21.3,12.7,曇り,京都
2022/3/15,19.0,8.8,晴れ,京都
2022/3/16,22.2,7.1,晴れ,京都
2022/3/17,17.7,8.8,曇りときどき晴れ,京都
2022/3/18,12.5,8.5,雨,京都
2022/3/19,11.4,6.5,曇り,京都
2022/3/20,12.1,4.8,雨ときどき晴れ,京都
2022/3/21,14.4,5.2,曇りときどき晴れ,京都
2022/3/22,10.9,4.2,雨,京都
2022/3/23,13.0,2.8,曇りときどき晴れ,京都
2022/3/24,15.7,4.6,晴れときどき曇り,京都
2022/3/25,20.2,5.0,晴れ,京都
2022/3/26,16.7,12.7,雨ときどき曇り,京都
2022/3/27,20.1,10.8,晴れときどき曇り,京都
2022/3/28,14.4,8.1,曇りときどき晴れ,京都
2022/3/29,17.0,6.8,曇り,京都
2022/3/30,22.2,9.4,晴れのち曇り,京都
2022/3/31,15.2,9.1,雨ときどき曇り,京都
2022/4/1,12.6,5.2,晴れときどき曇り,京都
2022/4/2,15.8,2.8,曇りときどき晴れ,京都
2022/4/3,13.6,8.0,雨ときどき曇り,京都
2022/4/4,18.4,8.0,晴れ,京都
2022/4/5,21.8,6.1,晴れ,京都
2022/4/6,22.9,9.7,晴れ,京都
2022/4/7,24.3,9.2,晴れ,京都
2022/4/8,21.5,11.0,晴れ,京都
2022/4/9,25.1,9.2,晴れ,京都
2022/4/10,27.9,11.5,晴れ,京都
2022/4/11,25.9,14.4,曇りときどき晴れ,京都
2022/4/12,28.0,14.6,晴れ,京都
2022/4/13,28.5,18.2,曇り,京都
2022/4/14,24.4,15.5,曇りときどき雨,京都
2022/4/15,18.3,13.0,曇りときどき雨,京都
2022/4/16,16.5,8.3,晴れときどき雨,京都
2022/4/17,22.0,6.3,晴れ,京都
2022/4/18,22.7,13.3,曇り,京都
2022/4/19,23.3,10.5,晴れ,京都
2022/4/20,25.8,10.0,晴れ,京都
2022/4/21,20.9,13.2,雨ときどき曇り,京都
2022/4/22,24.5,15.7,曇り,京都
2022/4/23,25.2,13.9,曇り,京都
2022/4/24,19.0,15.8,雨ときどき曇り,京都
2022/4/25,28.9,16.4,曇り,京都
2022/4/26,23.2,18.1,雨ときどき曇り,京都
2022/4/27,23.3,13.1,曇り,京都
2022/4/28,25.7,11.3,晴れ,京都
2022/4/29,19.2,11.3,大雨ときどき曇り,京都
2022/4/30,21.7,10.6,晴れ,京都
2022/5/1,19.0,10.1,雨,京都
2022/5/2,21.5,7.7,晴れのち雨,京都
2022/5/3,21.6,7.8,晴れ,京都
2022/5/4,26.1,9.8,晴れ,京都
2022/5/5,29.3,11.9,晴れ,京都
2022/5/6,26.1,15.2,曇り,京都
2022/5/7,28.5,15.7,晴れ,京都
2022/5/8,22.3,12.2,晴れときどき曇り,京都
2022/5/9,17.1,11.3,曇り,京都
2022/5/10,24.3,9.9,曇り,京都
2022/5/11,26.0,17.5,雨のち晴れ,京都
2022/5/12,22.3,18.9,雨ときどき曇り,京都
2022/5/13,22.4,18.3,雨ときどき曇り,京都
2022/5/14,22.7,14.2,曇り,京都
2022/5/15,20.7,12.7,曇り,京都
2022/5/16,22.8,13.3,曇り,京都
2022/5/17,22.5,14.8,曇り,京都
2022/5/18,28.2,12.6,晴れ,京都
2022/5/19,28.5,13.3,晴れ,京都
2022/5/20,26.5,16.8,曇り,京都
2022/5/21,22.0,17.4,曇りときどき雨,京都
2022/5/22,29.6,15.6,晴れ,京都
2022/5/23,27.6,16.0,晴れ,京都
2022/5/24,30.5,14.9,晴れ,京都
2022/5/25,29.5,19.2,曇りのち晴れ,京都
2022/5/26,28.4,19.6,曇り,京都
2022/5/27,28.7,17.8,曇りのち晴れ,京都
2022/5/28,29.2,15.8,晴れ,京都
2022/5/29,33.5,17.3,晴れ,京都
2022/5/30,30.6,17.7,曇りときどき晴れ,京都
2022/5/31,27.9,16.3,雨のち晴れ,京都
2022/6/1,27.4,14.2,曇りときどき晴れ,京都
2022/6/2,30.9,15.8,晴れ,京都
2022/6/3,30.6,18.1,晴れ,京都
2022/6/4,29.0,17.2,晴れ,京都
2022/6/5,27.4,17.1,曇り,京都
2022/6/6,21.4,17.3,雨,京都
2022/6/7,22.6,16.2,雨ときどき晴れ,京都
2022/6/8,25.1,13.9,曇りときどき晴れ,京都
2022/6/9,30.4,15.3,晴れ,京都
2022/6/10,30.0,20.6,曇りときどき晴れ,京都
2022/6/11,25.2,19.3,雨ときどき曇り,京都
2022/6/12,25.5,18.2,晴れ,京都
2022/1/1,3.2,0.4,雪ときどきみぞれ,彦根
2022/1/2,6.5,-2.1,晴れときどき曇り,彦根
2022/1/3,7.6,1.5,曇り,彦根
2022/1/4,6.6,2.2,雨,彦根
2022/1/5,5.1,0.8,曇りときどき晴れ,彦根
2022/1/6,5.8,0.5,曇り,彦根
2022/1/7,5.2,1.5,曇りときどきみぞれ,彦根
2022/1/8,8.2,0.0,晴れ,彦根
2022/1/9,8.1,-1.5,曇りときどき晴れ,彦根
2022/1/10,11.7,1.2,晴れ,彦根
2022/1/11,6.9,0.4,雨ときどき曇り,彦根
2022/1/12,4.5,0.9,雪のちみぞれ,彦根
2022/1/13,6.3,0.1,曇りときどき晴れ,彦根
2022/1/14,5.0,-0.2,雪のちみぞれ,彦根
2022/1/15,7.0,0.2,曇り,彦根
2022/1/16,8.9,-1.8,曇りときどき晴れ,彦根
2022/1/17,8.4,0.5,曇りときどき雨,彦根
2022/1/18,4.0,0.4,みぞれのち雪,彦根
2022/1/19,4.4,-0.4,雪ときどきみぞれ,彦根
2022/1/20,3.3,-0.3,みぞれときどき曇り,彦根
2022/1/21,4.2,-0.1,雪のち曇り,彦根
2022/1/22,6.0,-0.2,曇り,彦根
2022/1/23,4.0,-1.4,曇り,彦根
2022/1/24,7.8,2.2,晴れときどき曇り,彦根
2022/1/25,8.0,-1.2,晴れときどき曇り,彦根
2022/1/26,8.0,0.2,曇りのち晴れ,彦根
2022/1/27,8.6,1.4,曇りときどき晴れ,彦根
2022/1/28,8.5,-0.1,曇り,彦根
2022/1/29,9.1,0.7,曇り,彦根
2022/1/30,7.6,0.4,曇りときどき晴れ,彦根
2022/1/31,7.5,-0.6,晴れ,彦根
2022/2/1,10.6,1.0,曇りときどき晴れ,彦根
2022/2/2,6.6,0.6,みぞれときどき雨,彦根
2022/2/3,8.2,0.1,曇りときどき晴れ,彦根
2022/2/4,7.4,2.1,雨のち晴れ,彦根
2022/2/5,3.7,-0.3,大雪ときどき曇り,彦根
2022/2/6,4.0,-1.7,雪ときどき曇り,彦根
2022/2/7,4.3,0.0,雪のち曇り,彦根
2022/2/8,6.5,0.2,曇りときどき晴れ,彦根
2022/2/9,7.7,-0.6,晴れ,彦根
2022/2/10,7.1,2.0,曇り,彦根
2022/2/11,9.8,0.8,晴れ,彦根
2022/2/12,9.5,-0.5,晴れ,彦根
2022/2/13,5.8,-0.1,雨ときどき曇り,彦根
2022/2/14,9.3,2.1,曇り,彦根
2022/2/15,10.7,0.5,曇り,彦根
2022/2/16,6.3,1.5,曇りときどき晴れ,彦根
2022/2/17,1.9,-1.6,雪ときどき曇り,彦根
2022/2/18,6.1,-1.0,雪,彦根
2022/2/19,6.4,-2.2,曇り,彦根
2022/2/20,6.4,0.1,雨ときどき曇り,彦根
2022/2/21,3.0,-0.4,大雪,彦根
2022/2/22,5.4,-1.1,曇り,彦根
2022/2/23,3.6,-0.5,曇りのちみぞれ,彦根
2022/2/24,4.3,0.0,雪のちみぞれ,彦根
2022/2/25,7.7,-0.7,曇りときどき晴れ,彦根
2022/2/26,10.8,0.4,晴れ,彦根
2022/2/27,9.6,1.9,雨ときどき曇り,彦根
2022/2/28,0.0,0.2,晴れ,彦根
2022/3/1,5.9,1.8,雨ときどき曇り,彦根
2022/3/2,10.3,3.7,曇りときどき雨,彦根
2022/3/3,12.0,2.3,晴れのち曇り,彦根
2022/3/4,10.6,0.6,晴れ,彦根
2022/3/5,16.7,1.4,晴れ,彦根
2022/3/6,7.5,1.7,雨ときどきみぞれ,彦根
2022/3/7,7.6,1.6,曇り,彦根
2022/3/8,9.9,-0.7,晴れ,彦根
2022/3/9,11.5,-0.1,曇りときどき晴れ,彦根
2022/3/10,13.4,0.0,晴れときどき曇り,彦根
2022/3/11,14.9,1.6,晴れ,彦根
2022/3/12,19.4,6.3,晴れ,彦根
2022/3/13,19.3,8.5,曇り,彦根
2022/3/14,16.4,10.1,曇り,彦根
2022/3/15,14.5,7.1,曇りのち晴れ,彦根
2022/3/16,17.9,4.4,晴れ,彦根
2022/3/17,13.6,5.9,曇りときどき晴れ,彦根
2022/3/18,11.6,7.5,雨,彦根
2022/3/19,10.5,6.3,曇りのち雨,彦根
2022/3/20,11.3,5.4,晴れときどき曇り,彦根
2022/3/21,12.3,4.1,曇りときどき晴れ,彦根
2022/3/22,9.3,5.2,雨,彦根
2022/3/23,10.4,1.7,曇り,彦根
2022/3/24,14.1,5.2,晴れときどき曇り,彦根
2022/3/25,18.4,4.2,曇りときどき晴れ,彦根
2022/3/26,18.3,12.0,雨ときどき曇り,彦根
2022/3/27,14.8,7.3,曇り,彦根
2022/3/28,12.1,6.3,晴れときどき曇り,彦根
2022/3/29,12.9,5.9,曇り,彦根
2022/3/30,20.2,7.4,曇りときどき晴れ,彦根
